source,domain,sub_domain,table_name,table_label,name,label,unit,type_var,type_data,type_level,substudy
Parent,"Friends, Family, & Community",Family,fc_p_drv,Youth Driving [Parent],fc_p_drv_001,Has your child been issued a driving learner's permit?,NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_drv,Youth Driving [Parent],fc_p_drv_001__01,Permit: When was it issued? [Month],NA,item,character,ordinal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_drv,Youth Driving [Parent],fc_p_drv_001__02,Permit: When was it issued? [Year],NA,item,character,ordinal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_drv,Youth Driving [Parent],fc_p_drv_002,Has you child been issued a driver's license?,NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_drv,Youth Driving [Parent],fc_p_drv_002__01,Driver's License: When was it issued? [Month],NA,item,character,ordinal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_drv,Youth Driving [Parent],fc_p_drv_002__02,Drriver's License: When was it issued? [Year],NA,item,character,ordinal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_drv,Youth Driving [Parent],fc_p_drv_003,"On average, how much time per day does your child spend driving?",NA,item,character,ordinal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_drv,Youth Driving [Parent],fc_p_drv_004,How many times has your child been determined to be at fault in a driving accident?,NA,item,integer,ratio,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_drv,Youth Driving [Parent],fc_p_drv_004__dk,How many times has your child been determined to be at fault in a driving accident? [Non-response],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_drv,Youth Driving [Parent],fc_p_drv_005,"How many times has your child been given a traffic ticket related to their driving (e.g., speeding, distracted driving)?",NA,item,integer,ratio,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_drv,Youth Driving [Parent],fc_p_drv_005__dk,"How many times has your child been given a traffic ticket related to their driving (e.g., speeding, distracted driving)? [Non-response]",NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_drv,Youth Driving [Parent],fc_p_drv_006,Do you or any of your youth's caregivers have rules regarding your youth driving?,NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_drv,Youth Driving [Parent],fc_p_drv_006__01,Is your youth allowed to drive with other teens in the car?,NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_drv,Youth Driving [Parent],fc_p_drv_006__02,Is your youth allowed to drive at night?,NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_drv,Youth Driving [Parent],fc_p_drv_006__03,Is your youth allowed to drive without an adult?,NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes_dtt,Family Environment Scale [Parent]: Date/time of collection start,NA,administrative,timestamp,interval,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes_age,"Family Environment Scale [Parent]: Youth's age at data collection (note: if table-specific date/time is missing, the age at visit start is used)",years (yr),administrative,double,ratio,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes_lang,Family Environment Scale [Parent]: Language of administration,NA,administrative,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__cohes_001,Family members really help and support one another. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__cohes_002,We often seem to be killing time at home. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__cohes_003,We put a lot of energy into what we do at home. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__cohes_004,There is a feeling of togetherness in our family. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__cohes_005,We rarely volunteer when something has to be done at home. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__cohes_006,Family members really back each other up. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__cohes_007,There is very little group spirit in our family. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__cohes_008,We really get along well with each other. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__cohes_009,There is plenty of time and attention for everyone in our family. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__confl_001,We fight a lot in our family. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__confl_002,Family members rarely become openly angry. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__confl_003,Family members sometimes get so angry they throw things. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__confl_004,Family members hardly ever lose their tempers. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__confl_005,Family members often criticize each other. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__confl_006,Family members sometimes hit each other. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__confl_007,"If there is a disagreement in our family, we try hard to smooth things over and keep the peace. [Parent]",NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__confl_008,Family members often try to one-up or out-do each other. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__confl_009,"In our family, we believe you don't ever get anywhere by raising your voice. [Parent]",NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__expr_001,Family members often keep their feelings to themselves. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__expr_002,We say anything we want to at home. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__expr_003,"It's hard to ""blow off steam"" at home without upsetting somebody. [Parent]",NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__expr_004,We tell each other about our personal problems. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__expr_005,If we feel like doing something on the spur of the moment we often just pick up and go. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__expr_006,Someone usually gets upset if you complain in our family. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__expr_007,Money and paying bills is openly talked about in our family. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__expr_008,We are usually careful about what we say to each other. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__expr_009,There are a lot of spontaneous discussions in our family. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__intelcult_001,We often talk about political and social problems. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__intelcult_002,"We rarely go to lectures, plays, or concerts. [Parent]",NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__intelcult_003,Learning about new and different things is very important in our family. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__intelcult_004,We are not that interested in cultural activities. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__intelcult_005,We rarely have intellectual discussions. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__intelcult_006,Someone in our family plays a musical instrument. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__intelcult_007,Family members often go to the library. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__intelcult_008,Watching TV is more important than reading in our family. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__intelcult_009,"Family members really like music, art and literature. [Parent]",NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__org_001,Activities in our family are pretty carefully planned. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__org_002,We are generally very neat and orderly. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__org_003,It's often hard to find things when we need them in our household. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__org_004,Being on time is very important in our family. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__org_005,People change their minds often in our family. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__org_006,Family members make sure their rooms are neat. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__org_007,Each person's duties are clearly defined in our family. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__org_008,Money is not handled very carefully in our family. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__org_009,Dishes are usually done immediately after eating. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__rec_001,We spend most weekends and evenings at home. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__rec_002,Friends often come over for dinner or to visit. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__rec_003,"Nobody in our family is active in sports, Little League, bowling, etc. [Parent]",NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__rec_004,"We often go to the movies, sports events, camping, etc. [Parent]",NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__rec_005,Everyone in our family has a hobby or two. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__rec_006,Family members are not very involved in recreational activities outside work or school. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__rec_007,Family members sometimes attend courses or take lessons for some hobby or interest (outside of school). [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__rec_008,Family members go out a lot. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__rec_009,Our main form of entertainment is watching TV or listening to the radio. [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__cohes_mean,Family Environment Scale—Cohesion: Mean [Validation: No more than 1 missing or declined],NA,summary score,double,interval,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__cohes_nm,Family Environment Scale [Parent] (Cohesion): Number missing,NA,summary score,integer,ratio,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__confl_mean,Family Environment Scale [Parent] (Conflict): Mean [Validation: No more than 1 missing or declined],NA,summary score,double,interval,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__confl_nm,Family Environment Scale [Parent] (Conflict): Number missing,NA,summary score,integer,ratio,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__expr_mean,Family Environment Scale [Parent] (Expression): Mean [Validation: No more than 1 missing or declined],NA,summary score,double,interval,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__expr_nm,Family Environment Scale [Parent] (Expression): Number missing,NA,summary score,integer,ratio,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__intelcult_mean,Family Environment Scale [Parent] (Intellectual and cultural): Mean [Validation: No more than 1 missing or declined],NA,summary score,double,interval,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__intelcult_nm,Family Environment Scale [Parent] (Intellectual and cultural): Number missing,NA,summary score,integer,ratio,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__org_mean,Family Environment Scale [Parent] (Organization): Mean [Validation: No more than 1 missing or declined],NA,summary score,double,interval,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__org_nm,Family Environment Scale [Parent] (Organization): Number missing,NA,summary score,integer,ratio,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__rec_mean,Family Environment Scale [Parent] (Activity and recreational): Mean [Validation: No more than 1 missing or declined],NA,summary score,double,interval,FALSE
Parent,"Friends, Family, & Community",Family,fc_p_fes,Family Environment Scale [Parent],fc_p_fes__rec_nm,Family Environment Scale [Parent] (Activity and recreational): Number missing,NA,summary score,integer,ratio,FALSE
Parent,"Friends, Family, & Community",Parenting,fc_p_hsf,Home Short Form [Parent],fc_p_hsf_dtt,Home Short Form [Parent]: Date/time of collection start,NA,administrative,timestamp,interval,FALSE
Parent,"Friends, Family, & Community",Parenting,fc_p_hsf,Home Short Form [Parent],fc_p_hsf_age,"Home Short Form [Parent]: Youth's age at data collection (note: if table-specific date/time is missing, the age at visit start is used)",years (yr),administrative,double,ratio,FALSE
Parent,"Friends, Family, & Community",Parenting,fc_p_hsf,Home Short Form [Parent],fc_p_hsf_lang,Home Short Form [Parent]: Language of administration,NA,administrative,character,nominal,FALSE
Parent,"Friends, Family, & Community",Parenting,fc_p_hsf,Home Short Form [Parent],fc_p_hsf_001,About how many puzzles did your child have when they were between 3 and 5 years old?,NA,item,character,ordinal,FALSE
Parent,"Friends, Family, & Community",Parenting,fc_p_hsf,Home Short Form [Parent],fc_p_hsf_002,About how many children's books did your child have when they were between 3 and 5 years old?,NA,item,character,ordinal,FALSE
Parent,"Friends, Family, & Community",Parenting,fc_p_hsf,Home Short Form [Parent],fc_p_hsf_003,"About how many toys, books, or games did your child have that helped them learn about numbers when they were between 3 and 5 years old?",NA,item,character,ordinal,FALSE
Parent,"Friends, Family, & Community",Parenting,fc_p_hsf,Home Short Form [Parent],fc_p_hsf_004,About how often did you or another caregiver read stories to your child when they were between 3 and 5 years old?,NA,item,character,ordinal,FALSE
Parent,"Friends, Family, & Community",Parenting,fc_p_hsf,Home Short Form [Parent],fc_p_hsf_005,How often did you or someone else in the family take the child to do the following activities take a trip more than 50 miles from home?,NA,item,character,ordinal,FALSE
Parent,"Friends, Family, & Community",Parenting,fc_p_hsf,Home Short Form [Parent],fc_p_hsf_006,"How often did you or someone else in the family take the child to do the following activities go to a museum (e.g., a children's museum or science museum) or zoo?",NA,item,character,ordinal,FALSE
Parent,"Friends, Family, & Community",Parenting,fc_p_hsf,Home Short Form [Parent],fc_p_hsf_007,"Before age 5, during a typical week, how many days did you or other family members tell stories or sing songs to your child?",days (d),item,integer,ratio,FALSE
Parent,"Friends, Family, & Community",Parenting,fc_p_hsf,Home Short Form [Parent],fc_p_hsf_007__dk,"Before age 5, during a typical week, how many days did you or other family members tell stories or sing songs to your child? [Non-response]",days (d),item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Parenting,fc_p_hsf,Home Short Form [Parent],fc_p_hsf_008,"Before age 5, during a typical week, how many days did your child play with other children?",days (d),item,integer,ratio,FALSE
Parent,"Friends, Family, & Community",Parenting,fc_p_hsf,Home Short Form [Parent],fc_p_hsf_008__dk,"Before age 5, during a typical week, how many days did your child play with other children? [Non-response]",days (d),item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Parenting,fc_p_hsf,Home Short Form [Parent],fc_p_hsf_009,"Before age 5, during a typical week, how many days did all the family members who lived in the household eat a meal together with your child?",days (d),item,integer,ratio,FALSE
Parent,"Friends, Family, & Community",Parenting,fc_p_hsf,Home Short Form [Parent],fc_p_hsf_009__dk,"Before age 5, during a typical week, how many days did all the family members who lived in the household eat a meal together with your child? [Non-response]",days (d),item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Parenting,fc_p_hsf,Home Short Form [Parent],fc_p_hsf_010,"Before age 5, on an average weekday, about how many hours did your child usually spend in front of a TV watching TV programs, videos, or playing video games?",hours (h),item,integer,ratio,FALSE
Parent,"Friends, Family, & Community",Parenting,fc_p_hsf,Home Short Form [Parent],fc_p_hsf_010__dk,"Before age 5, on an average weekday, about how many hours did your child usually spend in front of a TV watching TV programs, videos, or playing video games? [Non-response]",hours (h),item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim_dtt,Multi-Group Ethnic Identity Measure [Parent]: Date/time of collection start,NA,administrative,timestamp,interval,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim_age,"Multi-Group Ethnic Identity Measure [Parent]: Youth's age at data collection (note: if table-specific date/time is missing, the age at visit start is used)",years (yr),administrative,double,ratio,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim_lang,Multi-Group Ethnic Identity Measure [Parent]: Language of administration,NA,administrative,character,nominal,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim_001,"In terms of ethnic group, I consider myself to be... [Parent]",NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim_001__01___1,What ethnic groups do you consider yourself to be [Multi-select]: White/Caucasian [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim_001__01___2,What ethnic groups do you consider yourself to be [Multi-select]: Western European [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim_001__01___3,What ethnic groups do you consider yourself to be [Multi-select]: Eastern European [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim_001__01___4,What ethnic groups do you consider yourself to be [Multi-select]: Hispanic/Latino [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim_001__01___5,What ethnic groups do you consider yourself to be [Multi-select]: Black/African American [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim_001__01___6,"What ethnic groups do you consider yourself to be [Multi-select]: Afro-Carribean/Indo-Carribbean/West Indian (i.e. Jamaica, Haiti, Trinidad, Guyana) [Parent]",NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim_001__01___7,"What ethnic groups do you consider yourself to be [Multi-select]: East Asian (i.e. China, Japan, Korea, Taiwan) [Parent]",NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim_001__01___8,"What ethnic groups do you consider yourself to be [Multi-select]: South Asian (i.e. India, Pakistan, Bangladesh) [Parent]",NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim_001__01___9,"What ethnic groups do you consider yourself to be [Multi-select]: Southeast Asian (i.e. Phillipines, Vietnam, Thailand) [Parent]",NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim_001__01___10,What ethnic groups do you consider yourself to be [Multi-select]: American Indian/Alaska Native [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim_001__01___11,What ethnic groups do you consider yourself to be [Multi-select]: Middle Eastern/North African [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim_001__01___12,What ethnic groups do you consider yourself to be [Multi-select]: Native Hawaiian or Pacific Islander [Parent],NA,item,character,nominal,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim__commattach_001,I have a strong sense of belonging to my own ethnic group. [Parent],NA,item,character,ordinal,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim__commattach_002,I understand pretty well what my ethnic group membership means to me. [Parent],NA,item,character,ordinal,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim__commattach_003,I feel a strong attachment towards my own ethnic group. [Parent],NA,item,character,ordinal,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim__explor_001,"I have spent time trying to find out more about my ethnic group, such as its history, traditions, and customs. [Parent]",NA,item,character,ordinal,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim__explor_002,I have often done things that will help me understand my ethnic background better. [Parent],NA,item,character,ordinal,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim__explor_003,I have often talked to other people in order to learn more about my ethnic group. [Parent],NA,item,character,ordinal,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim__commattach_mean,The Multigroup Ethnic Identity Measure-Revised [Parent] (Commitment and attachment): Mean [Validation: No more than 0 missing or declined],NA,summary score,double,interval,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim__commattach_nm,The Multigroup Ethnic Identity Measure-Revised [Parent] (Commitment and attachment): Number missing,NA,summary score,integer,ratio,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim__explor_mean,The Multigroup Ethnic Identity Measure-Revised [Parent] (Exploration): Mean [Validation: No more than 0 missing or declined],NA,summary score,double,interval,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim__explor_nm,The Multigroup Ethnic Identity Measure-Revised [Parent] (Exploration): Number missing,NA,summary score,integer,ratio,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim_mean,The Multigroup Ethnic Identity Measure-Revised [Parent]: Mean [Validation: No more than 1 missing or declined],NA,summary score,double,interval,FALSE
Parent,"Friends, Family, & Community",Culture,fc_p_meim,Multi-Group Ethnic Identity Measure [Parent],fc_p_meim_nm,The Multigroup Ethnic Identity Measure-Revised [Parent]: Number missing,NA,summary score,integer,ratio,FALSE
Parent,"Friends, Family, & Community",Community,fc_p_nce,Neighborhood Collective Efficacy [Parent],fc_p_nce_dtt,Neighborhood Collective Efficacy [Parent]: Date/time of collection start,NA,administrative,timestamp,interval,FALSE
Parent,"Friends, Family, & Community",Community,fc_p_nce,Neighborhood Collective Efficacy [Parent],fc_p_nce_age,"Neighborhood Collective Efficacy [Parent]: Youth's age at data collection (note: if table-specific date/time is missing, the age at visit start is used)",years (yr),administrative,double,ratio,FALSE
Parent,"Friends, Family, & Community",Community,fc_p_nce,Neighborhood Collective Efficacy [Parent],fc_p_nce_lang,Neighborhood Collective Efficacy [Parent]: Language of administration,NA,administrative,character,nominal,FALSE
Parent,"Friends, Family, & Community",Community,fc_p_nce,Neighborhood Collective Efficacy [Parent],fc_p_nce__cc_001,This is a close-knit neighborhood. [Parent],NA,item,character,ordinal,FALSE
Parent,"Friends, Family, & Community",Community,fc_p_nce,Neighborhood Collective Efficacy [Parent],fc_p_nce__cc_002,People around here are willing to help their neighbors. [Parent],NA,item,character,ordinal,FALSE
Parent,"Friends, Family, & Community",Community,fc_p_nce,Neighborhood Collective Efficacy [Parent],fc_p_nce__cc_003,People in this neighborhood generally don't get along with each other. [Parent],NA,item,character,ordinal,FALSE
Parent,"Friends, Family, & Community",Community,fc_p_nce,Neighborhood Collective Efficacy [Parent],fc_p_nce__cc_004,People in this neighborhood do not share the same values. [Parent],NA,item,character,ordinal,FALSE
Parent,"Friends, Family, & Community",Community,fc_p_nce,Neighborhood Collective Efficacy [Parent],fc_p_nce__cc_005,People in this neighborhood can be trusted. [Parent],NA,item,character,ordinal,FALSE
Parent,"Friends, Family, & Community",Community,fc_p_nce,Neighborhood Collective Efficacy [Parent],fc_p_nce__isc_001,"If a group of neighborhood children were skipping school and hanging out on a street corner, how likely is that your neighbors would do something about it?",NA,item,character,ordinal,FALSE
Parent,"Friends, Family, & Community",Community,fc_p_nce,Neighborhood Collective Efficacy [Parent],fc_p_nce__isc_002,"If some children were spray-painting graffiti on a local building, how likely is it that your neighbors would do something about it?",NA,item,character,ordinal,FALSE
